     6      982     itext   idata											
																								
Haensel & Zdunik (2008) EOS: 																																											
   rho             P		    n         A_cell   A_ion       Z				
 (g/cm3)		(dynes/cm2)     (#/fm3)																

 
   1.08450e+07   8.12830e+23   6.53750e-09      56      56      26
   1.06750e+07   7.94330e+23   6.43490e-09      56      56      26
   1.05070e+07   7.76250e+23   6.33390e-09      56      56      26
   1.03420e+07   7.58580e+23   6.23470e-09      56      56      26
   1.01800e+07   7.41310e+23   6.13700e-09      56      56      26
   1.00210e+07   7.24440e+23   6.04090e-09      56      56      26
   9.86410e+06   7.07950e+23   5.94630e-09      56      56      26
   9.70980e+06   6.91830e+23   5.85330e-09      56      56      26
   9.55800e+06   6.76080e+23   5.76180e-09      56      56      26
   9.40870e+06   6.60690e+23   5.67180e-09      56      56      26
   9.26170e+06   6.45650e+23   5.58330e-09      56      56      26
   9.11720e+06   6.30960e+23   5.49610e-09      56      56      26
   8.97500e+06   6.16600e+23   5.41040e-09      56      56      26
   8.83510e+06   6.02560e+23   5.32600e-09      56      56      26
   8.69740e+06   5.88840e+23   5.24310e-09      56      56      26
   8.56190e+06   5.75440e+23   5.16140e-09      56      56      26
   8.42870e+06   5.62340e+23   5.08110e-09      56      56      26
   8.29760e+06   5.49540e+23   5.00210e-09      56      56      26
   8.16860e+06   5.37030e+23   4.92430e-09      56      56      26
   8.04160e+06   5.24810e+23   4.84780e-09      56      56      26
   7.91680e+06   5.12860e+23   4.77250e-09      56      56      26
   7.79390e+06   5.01190e+23   4.69840e-09      56      56      26
   7.67300e+06   4.89780e+23   4.62560e-09      56      56      26
   7.55400e+06   4.78630e+23   4.55390e-09      56      56      26
   7.43700e+06   4.67740e+23   4.48330e-09      56      56      26
   7.32180e+06   4.57090e+23   4.41390e-09      56      56      26
   7.20850e+06   4.46680e+23   4.34560e-09      56      56      26
   7.09700e+06   4.36520e+23   4.27840e-09      56      56      26
   6.98730e+06   4.26580e+23   4.21220e-09      56      56      26
   6.87930e+06   4.16870e+23   4.14720e-09      56      56      26
   6.77310e+06   4.07380e+23   4.08310e-09      56      56      26
   6.66860e+06   3.98110e+23   4.02010e-09      56      56      26
   6.56570e+06   3.89050e+23   3.95810e-09      56      56      26
   6.46450e+06   3.80190e+23   3.89710e-09      56      56      26
   6.36490e+06   3.71540e+23   3.83710e-09      56      56      26
   6.26690e+06   3.63080e+23   3.77800e-09      56      56      26
   6.17050e+06   3.54810e+23   3.71980e-09      56      56      26
   6.07560e+06   3.46740e+23   3.66260e-09      56      56      26
   5.98220e+06   3.38840e+23   3.60630e-09      56      56      26
   5.89030e+06   3.31130e+23   3.55090e-09      56      56      26
   5.79980e+06   3.23590e+23   3.49640e-09      56      56      26
   5.71080e+06   3.16230e+23   3.44280e-09      56      56      26
   5.62330e+06   3.09030e+23   3.39000e-09      56      56      26
   5.53710e+06   3.02000e+23   3.33800e-09      56      56      26
   5.45230e+06   2.95120e+23   3.28690e-09      56      56      26
   5.36880e+06   2.88400e+23   3.23660e-09      56      56      26
   5.28660e+06   2.81840e+23   3.18710e-09      56      56      26
   5.20580e+06   2.75420e+23   3.13830e-09      56      56      26
   5.12620e+06   2.69150e+23   3.09040e-09      56      56      26
   5.04790e+06   2.63030e+23   3.04320e-09      56      56      26
   4.97090e+06   2.57040e+23   2.99670e-09      56      56      26
   4.89500e+06   2.51190e+23   2.95100e-09      56      56      26
   4.82040e+06   2.45470e+23   2.90600e-09      56      56      26
   4.74690e+06   2.39880e+23   2.86170e-09      56      56      26
   4.67460e+06   2.34420e+23   2.81810e-09      56      56      26
   4.60350e+06   2.29090e+23   2.77520e-09      56      56      26
   4.53340e+06   2.23870e+23   2.73300e-09      56      56      26
   4.46450e+06   2.18780e+23   2.69150e-09      56      56      26
   4.39670e+06   2.13800e+23   2.65060e-09      56      56      26
   4.32990e+06   2.08930e+23   2.61030e-09      56      56      26
   4.26420e+06   2.04170e+23   2.57070e-09      56      56      26
   4.19950e+06   1.99530e+23   2.53170e-09      56      56      26
   4.13580e+06   1.94980e+23   2.49330e-09      56      56      26
   4.07320e+06   1.90550e+23   2.45560e-09      56      56      26
   4.01150e+06   1.86210e+23   2.41840e-09      56      56      26
   3.95080e+06   1.81970e+23   2.38180e-09      56      56      26
   3.89100e+06   1.77830e+23   2.34580e-09      56      56      26
   3.83220e+06   1.73780e+23   2.31030e-09      56      56      26
   3.77430e+06   1.69820e+23   2.27540e-09      56      56      26
   3.71730e+06   1.65960e+23   2.24100e-09      56      56      26
   3.66120e+06   1.62180e+23   2.20720e-09      56      56      26
   3.60600e+06   1.58490e+23   2.17390e-09      56      56      26
   3.55170e+06   1.54880e+23   2.14120e-09      56      56      26
   3.49820e+06   1.51360e+23   2.10890e-09      56      56      26
   3.44550e+06   1.47910e+23   2.07720e-09      56      56      26
   3.39360e+06   1.44540e+23   2.04590e-09      56      56      26
   3.34260e+06   1.41250e+23   2.01510e-09      56      56      26
   3.29240e+06   1.38040e+23   1.98490e-09      56      56      26
   3.24290e+06   1.34900e+23   1.95500e-09      56      56      26
   3.19420e+06   1.31830e+23   1.92570e-09      56      56      26
   3.14630e+06   1.28820e+23   1.89680e-09      56      56      26
   3.09910e+06   1.25890e+23   1.86840e-09      56      56      26
   3.05270e+06   1.23030e+23   1.84040e-09      56      56      26
   3.00690e+06   1.20230e+23   1.81280e-09      56      56      26
   2.96190e+06   1.17490e+23   1.78570e-09      56      56      26
   2.91760e+06   1.14820e+23   1.75890e-09      56      56      26
   2.87400e+06   1.12200e+23   1.73260e-09      56      56      26
   2.83100e+06   1.09650e+23   1.70670e-09      56      56      26
   2.78870e+06   1.07150e+23   1.68130e-09      56      56      26
   2.74710e+06   1.04710e+23   1.65620e-09      56      56      26
   2.70610e+06   1.02330e+23   1.63140e-09      56      56      26
1.701E+06      4.983E+22      1.025E-09      56.       56.       26.
1.000E+06      2.159E+22      6.023E-10      56.       56.       26.
5.878E+05      9.218E+21      3.540E-10      56.       56.       26.
3.455E+05      3.882E+21      2.081E-10      56.       56.       26.
2.031E+05      1.615E+21      1.223E-10      56.       56.       26.
1.194E+05      6.639E+20      7.190E-11      56.       56.       26.
7.017E+04      2.700E+20      4.226E-11      56.       56.       26.
4.125E+04      1.086E+20      2.484E-11      56.       56.       26.
2.424E+04      4.319E+19      1.460E-11      56.       56.       26.
1.425E+04      1.693E+19      8.583E-12      56.       56.       26.
8.377E+03      6.528E+18      5.045E-12      56.       56.       26.
4.924E+03      2.460E+18      2.966E-12      56.       56.       26.
2.894E+03      8.985E+17      1.743E-12      56.       56.       26.
1.701E+03      3.127E+17      1.025E-12      56.       56.       26.
1.000E+03      1.003E+17      6.023E-13      56.       56.       26.

