#       rho                     pressure          baryon number density             ne                     nmu
#       cgs                        cgs                   fm-3                   fm-3                   fm-3               
  0.1016312487296974E+15  0.2839499939166390E+33  0.6014438036267959E-01  0.1737176987773360E-02  0.0000000000000000E+00
  0.1056964986788853E+15  0.2997538751724352E+33  0.6254252758835496E-01  0.1846003734640437E-02  0.0000000000000000E+00
  0.1099243586260407E+15  0.3164334600035719E+33  0.6503607506562338E-01  0.1961038182287346E-02  0.0000000000000000E+00
  0.1143213329710824E+15  0.3339902726531217E+33  0.6762877504099858E-01  0.2082553317272650E-02  0.0000000000000000E+00
  0.1188941862899257E+15  0.3525352026391695E+33  0.7032451905297550E-01  0.2210827088731390E-02  0.0000000000000000E+00
  0.1236499537415227E+15  0.3724739070666409E+33  0.7312734169302521E-01  0.2346142312638203E-02  0.0000000000000000E+00
  0.1285959518911836E+15  0.3947948279793373E+33  0.7604142425069309E-01  0.2488786706762345E-02  0.0000000000000000E+00
  0.1337397899668310E+15  0.4213417852196438E+33  0.7907109820582681E-01  0.2639053098972410E-02  0.0000000000000000E+00
  0.1390893815655042E+15  0.4547628889816256E+33  0.8222084852667423E-01  0.2797239858090312E-02  0.0000000000000000E+00
  0.1446529568281244E+15  0.4978678938110882E+33  0.8549531672808494E-01  0.2963651603431825E-02  0.0000000000000000E+00
  0.1504390751012493E+15  0.5526873572689691E+33  0.8889930363935432E-01  0.3138600256441981E-02  0.0000000000000000E+00
  0.1564566381052993E+15  0.6200427210411191E+33  0.9243777182640957E-01  0.3322406505356562E-02  0.0000000000000000E+00
  0.1627149036295113E+15  0.6999830554200916E+33  0.9611584760810976E-01  0.3515401761494127E-02  0.0000000000000000E+00
  0.1692234997746918E+15  0.7925761559415668E+33  0.9993882260148315E-01  0.3717930693481795E-02  0.0000000000000000E+00
  0.1759924397656794E+15  0.8984472564613825E+33  0.1039121547258415E+00  0.3930354433291613E-02  0.0000000000000000E+00
  0.1830321373563066E+15  0.1018941252319523E+34  0.1080414685909917E+00  0.4153054555232024E-02  0.0000000000000000E+00
  0.1903534228505589E+15  0.1156081057712787E+34  0.1123325551903251E+00  0.4386437935783900E-02  0.0000000000000000E+00
  0.1979675597645813E+15  0.1312485968252207E+34  0.1167913708155444E+00  0.4630942608134656E-02  0.0000000000000000E+00
  0.2058862621551645E+15  0.1491320602225636E+34  0.1214240351063340E+00  0.4887044730137328E-02  0.0000000000000000E+00
  0.2141217126413711E+15  0.1696285802494950E+34  0.1262368281455689E+00  0.5155266787833518E-02  0.0000000000000000E+00
  0.2226865811470260E+15  0.1931642626082285E+34  0.1312361865088751E+00  0.5436187158186538E-02  0.0000000000000000E+00
  0.2315940443929070E+15  0.2202258409293987E+34  0.1364286981767073E+00  0.5730451153742489E-02  0.7132985704626742E-04
  0.2408578061686233E+15  0.2513666717248395E+34  0.1418210962178158E+00  0.6038783667941307E-02  0.1933683954034312E-03
  0.2504921184153682E+15  0.2872135920177476E+34  0.1474202511552638E+00  0.6362003531989452E-02  0.3262872190049242E-03
  0.2605118031519830E+15  0.3284743128756592E+34  0.1532331619302595E+00  0.6701039681706973E-02  0.4710610294788624E-03
  0.2709322752780623E+15  0.3759451376040460E+34  0.1592669453852278E+00  0.7056949214565859E-02  0.6287943243454072E-03
  0.2817695662891848E+15  0.4305188557261028E+34  0.1655288241959848E+00  0.7430937392101727E-02  0.8007391208319627E-03
  0.2930403489407522E+15  0.4931926972415205E+34  0.1720261131938123E+00  0.7824379609743382E-02  0.9883142625689940E-03
  0.3047619628983823E+15  0.5650762512884210E+34  0.1787662040318485E+00  0.8238845313509588E-02  0.1193126291380124E-02
  0.3169524414143176E+15  0.6473992679012745E+34  0.1857565481666734E+00  0.8676123789573225E-02  0.1416991825996685E-02
  0.3296305390708903E+15  0.7415192755826663E+34  0.1930046381453652E+00  0.9138251687032792E-02  0.1661961339668269E-02
  0.3428157606337259E+15  0.8489289629065616E+34  0.2005179872107078E+00  0.9627542055156074E-02  0.1930344168287293E-02
  0.3565283910590750E+15  0.9712632898811832E+34  0.2083041072625923E+00  0.1014661458297123E-01  0.2224734508989137E-02
  0.3707895267014380E+15  0.1110306313974170E+35  0.2163704852418689E+00  0.1069842662097733E-01  0.2548038085772955E-02
  0.3856211077694956E+15  0.1267997735698108E+35  0.2247245580337763E+00  0.1128630444226627E-01  0.2903499063573215E-02
  0.4010459520802754E+15  0.1446439188390482E+35  0.2333736860212439E+00  0.1191397406483644E-01  0.3294726686170499E-02
  0.4170877901634864E+15  0.1647900315173684E+35  0.2423251254534335E+00  0.1258559081098855E-01  0.3725720998059120E-02
  0.4337713017700259E+15  0.1874824692032214E+35  0.2515859998312495E+00  0.1330576662768601E-01  0.4200896888726106E-02
  0.4511221538408269E+15  0.2129835668671904E+35  0.2611632705485411E+00  0.1407959403978284E-01  0.4725105573928194E-02
  0.4691670399944600E+15  0.2415742207792430E+35  0.2710637070645071E+00  0.1491266546430308E-01  0.5303652508181947E-02
  0.4879337215942384E+15  0.2735544808358408E+35  0.2812938569184653E+00  0.1581108648890451E-01  0.5942310613120602E-02
  0.5074510704580080E+15  0.3092441599437584E+35  0.2918600159316365E+00  0.1678148162374960E-01  0.6647327616528384E-02
  0.5277491132763283E+15  0.3489834688489540E+35  0.3027681989707889E+00  0.1783099098742960E-01  0.7425426237071412E-02
  0.5488590778073814E+15  0.3931336842130741E+35  0.3140241116743472E+00  0.1896725639959261E-01  0.8283795931394576E-02
  0.5708134409196768E+15  0.4420778569022224E+35  0.3256331235616958E+00  0.2019839544080101E-01  0.9230074955189901E-02
  0.5936459785564639E+15  0.4962215664317086E+35  0.3376002429597781E+00  0.2153296221785346E-01  0.1027232158951559E-01
  0.6173918176987225E+15  0.5559937263817827E+35  0.3499300941866054E+00  0.2297989385128230E-01  0.1141897355801226E-01
  0.6420874904066714E+15  0.6218474444274639E+35  0.3626268974280329E+00  0.2454844208697829E-01  0.1267879491689587E-01
  0.6677709900229382E+15  0.6942609394749566E+35  0.3756944517313457E+00  0.2624808992499123E-01  0.1406081004067874E-01
  0.6944818296238558E+15  0.7737385173128699E+35  0.3891361215162984E+00  0.2808845374592900E-01  0.1557422474986867E-01
  0.7222611028088100E+15  0.8608116052120509E+35  0.4029548269710077E+00  0.3007917207950802E-01  0.1722833512303748E-01
  0.7511515469211624E+15  0.9560398450652370E+35  0.4171530386565570E+00  0.3222978287076676E-01  0.1903242508769642E-01
  0.7811976087980089E+15  0.1060012243965368E+36  0.4317327765907383E+00  0.3454959181754206E-01  0.2099565446771545E-01
  0.8124455131499292E+15  0.1173348380585660E+36  0.4466956140187743E+00  0.3704753503049751E-01  0.2312693974786455E-01
  0.8449433336759265E+15  0.1296699665341772E+36  0.4620426860082627E+00  0.3973203985220061E-01  0.2543483036122872E-01
  0.8787410670229636E+15  0.1430750652081686E+36  0.4777747029284017E+00  0.4261088811230013E-01  0.2792738377255999E-01
  0.9138907097038822E+15  0.1576220398948005E+36  0.4938919687915702E+00  0.4569108634476596E-01  0.3061204298019838E-01
  0.9504463380920376E+15  0.1733863876079312E+36  0.5103944043505587E+00  0.4897874751407497E-01  0.3349552025528663E-01
  0.9884641916157191E+15  0.1904473417943396E+36  0.5272815747594067E+00  0.5247898856940865E-01  0.3658369095198065E-01
  0.1028002759280348E+16  0.2088880218311368E+36  0.5445527215221896E+00  0.5619584766786798E-01  0.3988150104021831E-01
  0.1069122869651562E+16  0.2287955866173557E+36  0.5622067983746097E+00  0.6013222419886870E-01  0.4339289163166818E-01
  0.1111887784437624E+16  0.2502613921252669E+36  0.5802425106701077E+00  0.6428984384200699E-01  0.4712074320363065E-01
  0.1156363295815130E+16  0.2733811528170339E+36  0.5986583577775770E+00  0.6866924985674909E-01  0.5106684150407775E-01
  0.1202617827647735E+16  0.2982551068768766E+36  0.6174526779434729E+00  0.7326982070320895E-01  0.5523186628603295E-01
  0.1250722540753644E+16  0.3249881852559098E+36  0.6366236950287135E+00  0.7808981300321670E-01  0.5961540312305912E-01
  0.1300751442383790E+16  0.3536901845769584E+36  0.6561695665013962E+00  0.8312642784193412E-01  0.6421597765653227E-01
  0.1352781500079142E+16  0.3844759439976998E+36  0.6760884320507370E+00  0.8837589754558756E-01  0.6903111077604961E-01
  0.1406892760082308E+16  0.4174655261841861E+36  0.6963784621859942E+00  0.9383358939899032E-01  0.7405739248762168E-01
  0.1463168470485600E+16  0.4527844026006016E+36  0.7170379061962910E+00  0.9949412231773119E-01  0.7929057162123554E-01
  0.1521695209305024E+16  0.4905636433764054E+36  0.7380651388724973E+00  0.1053514922748749E+00  0.8472565809794010E-01
  0.1582563017677225E+16  0.5309401120683977E+36  0.7594587054296578E+00  0.1113992022927049E+00  0.9035703423029438E-01
  0.1645865538384314E+16  0.5740566656918085E+36  0.7812173641164069E+00  0.1176303930223909E+00  0.9617857146785523E-01
  0.1711700159919686E+16  0.6200623604524688E+36  0.8033401260547215E+00  0.1240379703125601E+00  0.1021837491074826E+00
  0.1780168166316474E+16  0.6691126636700822E+36  0.8258262919173298E+00  0.1306147266685266E+00  0.1083657717424200E+00
  0.1851374892969133E+16  0.7213696724425041E+36  0.8486754851191093E+00  0.1373534540818780E+00  0.1147176825931714E+00
  0.1925429888687898E+16  0.7770023396608102E+36  0.8718876812708023E+00  0.1442470463214721E+00  0.1212324703124196E+00
  0.2002447084235414E+16  0.8361867080447962E+36  0.8954632337163769E+00  0.1512885893828908E+00  0.1279031673506617E+00
  0.2082544967604831E+16  0.8991061529326167E+36  0.9194028950474342E+00  0.1584714393624051E+00  0.1347229384763874E+00
  0.2165846766309024E+16  0.9659516346182925E+36  0.9437078345575044E+00  0.1657892875301091E+00  0.1416851585365513E+00
  0.2252480636961386E+16  0.1036921961096785E+37  0.9683796516643985E+00  0.1732362128099870E+00  0.1487834789976268E+00
  0.2342579862439841E+16  0.1112224062139911E+37  0.9934203853886924E+00  0.1808067222248281E+00  0.1560118832087381E+00
  0.2436283056937434E+16  0.1192073275692052E+37  0.1018832520029984E+01  0.1884957801301743E+00  0.1633647306665066E+00
  0.2533734379214932E+16  0.1276693647642928E+37  0.1044618987229071E+01  0.1962988272480159E+00  0.1708367908320692E+00
  0.2635083754383530E+16  0.1366318246100693E+37  0.1070783164643182E+01  0.2042117906255049E+00  0.1784232672546186E+00
  0.2740487104558871E+16  0.1461189491359592E+37  0.1097328871492780E+01  0.2122310856965202E+00  0.1861198128967595E+00
  0.2850106588741226E+16  0.1561559502827016E+37  0.1124260361262174E+01  0.2203536116254861E+00  0.1939225376414049E+00
  0.2964110852290875E+16  0.1667690464245770E+37  0.1151582311852615E+01  0.2285767410745054E+00  0.2018280089958526E+00
  0.3082675286382510E+16  0.1779855008621488E+37  0.1179299813496097E+01  0.2368983054670776E+00  0.2098332470047028E+00
  0.3205982297837810E+16  0.1898336624342202E+37  0.1207418354741227E+01  0.2453165767337640E+00  0.2179357143480063E+00
  0.3334221589751323E+16  0.2023430084050495E+37  0.1235943806820113E+01  0.2538302464251987E+00  0.2261333025426223E+00
  0.3467590453341376E+16  0.2155441897911419E+37  0.1264882406697725E+01  0.2624384029723539E+00  0.2344243150904431E+00
  0.3606294071475031E+16  0.2294690792999680E+37  0.1294240739093635E+01  0.2711405077681672E+00  0.2428074483332008E+00
  0.3750545834334032E+16  0.2441508220611909E+37  0.1324025717750925E+01  0.2799363706423571E+00  0.2512817706851589E+00
  0.3900567667707394E+16  0.2596238893399454E+37  0.1354244566209365E+01  0.2888261252052403E+00  0.2598467008262167E+00
  0.4056590374415690E+16  0.2759241354304616E+37  0.1384904798320197E+01  0.2978102044483680E+00  0.2685019853519027E+00
  0.4218853989392318E+16  0.2930888579377245E+37  0.1416014198718800E+01  0.3068893169107997E+00  0.2772476762956497E+00
  0.4387608148968010E+16  0.3111568616647525E+37  0.1447580803449663E+01  0.3160644236502025E+00  0.2860841088640712E+00
  0.4563112474926731E+16  0.3301685263329267E+37  0.1479612880916047E+01  0.3253367161976131E+00  0.2950118796585777E+00
  0.4745636973923800E+16  0.3501658783735312E+37  0.1512118913304829E+01  0.3347075956232213E+00  0.3040318255969164E+00
  0.4935462452880752E+16  0.3711926670401680E+37  0.1545107578615732E+01  0.3441786527973052E+00  0.3131450036961152E+00
  0.5132880950995982E+16  0.3932944451027531E+37  0.1578587733403740E+01  0.3537516498947070E+00  0.3223526718335547E+00
  0.5338196189035821E+16  0.4165186543968282E+37  0.1612568396324175E+01  0.3634285031621997E+00  0.3316562705650405E+00
  0.5551724036597254E+16  0.4409147165146914E+37  0.1647058732551905E+01  0.3732112669449046E+00  0.3410574060472176E+00
  0.5773792998061144E+16  0.4665341289386608E+37  0.1682068039129524E+01  0.3831021189498108E+00  0.3505578340858185E+00
  0.6004744717983590E+16  0.4934305669316666E+37  0.1717605731284214E+01  0.3931033467106442E+00  0.3601594453104149E+00
  0.6244934506702934E+16  0.5216599915158341E+37  0.1753681329739316E+01  0.4032173352081822E+00  0.3698642514599026E+00
  0.6494731886971052E+16  0.5512807638865200E+37  0.1790304449034538E+01  0.4134465555929515E+00  0.3796743727502669E+00
  0.6754521162449894E+16  0.5823537666265575E+37  0.1827484786857988E+01  0.4237935549525765E+00  0.3895920262866832E+00
  0.7024702008947890E+16  0.6149425321048296E+37  0.1865232114383976E+01  0.4342609470633668E+00  0.3996195154752021E+00
  0.7305690089305806E+16  0.6491133784633132E+37  0.1903556267602510E+01  0.4448514040646235E+00  0.4097592203846362E+00
  0.7597917692878038E+16  0.6849355536175332E+37  0.1942467139619770E+01  0.4555676489943155E+00  0.4200135890064816E+00
  0.7901834400593160E+16  0.7224813877198081E+37  0.1981974673903211E+01  0.4664124491258454E+00  0.4303851293593162E+00
  0.8217907776616887E+16  0.7618264545574627E+37  0.2022088858440444E+01  0.4773886100474491E+00  0.4408764023839141E+00
  0.8546624087681563E+16  0.8030497423860916E+37  0.2062819720777501E+01  0.4884989704280776E+00  0.4514900155759645E+00
  0.8888489051188826E+16  0.8462338347241467E+37  0.2104177323899318E+01  0.4997463974162671E+00  0.4622286173046206E+00
  0.9244028613236380E+16  0.8914651016675388E+37  0.2146171762913327E+01  0.5111337826213876E+00  0.4730948917669263E+00
  0.9613789757765836E+16  0.9388339023123880E+37  0.2188813162495762E+01  0.5226640386296612E+00  0.4840915545303403E+00
  0.9998341348076470E+16  0.9884347989102357E+37  0.2232111675059476E+01  0.5343400960103555E+00  0.4952213486179642E+00
