
 EOS                                                                            

              Mstar     = 1.000E+00    Rstar     = 1.177E+06
     159  5000.10638           702846.564     3.219958710E+32 2.031516452E+29  0.00000000    
     160  5000.10657           702846.563     3.219958704E+32 2.031516438E+29  0.00000000    
     161  5000.10670           702846.563     3.219958699E+32 2.031516428E+29  0.00000000    
     162  5000.10680           702846.563     3.219958696E+32 2.031516420E+29  0.00000000    
     163  5000.10690           702846.563     3.219958693E+32 2.031516772E+29 1.762545291E+35
     164  5000.10700           702846.563     3.219958690E+32 2.031517128E+29 1.762545291E+35
     165  5000.10712           702846.562     3.219958686E+32 2.031517559E+29 1.762545291E+35
     166  5000.10726           702846.562     3.219958684E+32 2.031518080E+29 1.762545291E+35
     167  5000.10743           702846.564     3.219958707E+32 2.031518709E+29 1.762545291E+35
     168  5000.10764           702846.576     3.219958931E+32 2.031519468E+29 1.762545291E+35
     169  5000.10789           702846.656     3.219960394E+32 2.031520382E+29 1.762545291E+35
     170  5000.10819           702847.065     3.219967899E+32 2.031521482E+29 1.762545291E+35
     171  5000.10855           702848.782     3.219999367E+32 2.031522807E+29 1.762545291E+35
     172  5000.10898           702854.810     3.220109828E+32 2.031524400E+29 1.762545291E+35
     173  5000.10949           702872.871     3.220440834E+32 2.031526317E+29 1.762545291E+35
     174  5000.11011           702919.869     3.221302260E+32 2.031528623E+29 1.762545291E+35
     175  5000.11085           703027.723     3.223279786E+32 2.031531396E+29 1.762545291E+35
     176  5000.11175           703249.099     3.227341603E+32 2.031534731E+29 1.762545291E+35
     177  5000.11282           703660.702     3.234903933E+32 2.031538739E+29 1.762545291E+35
     178  5000.11410           704361.955     3.247818561E+32 2.031543560E+29 1.762545291E+35
     179  5000.11564           705468.083     3.268268129E+32 2.031549358E+29 1.762545291E+35
     180  5000.11749           707098.451     3.298585485E+32 2.031556333E+29 1.762545291E+35
     181  5000.11971           709362.534     3.341036233E+32 2.031564728E+29 1.762545291E+35
     182  5000.12237           712346.554     3.397609870E+32 2.031574836E+29 1.762545291E+35
     183  5000.12557           716103.522     3.469855886E+32 2.031587012E+29 1.762545291E+35
     184  5000.12940           720648.375     3.558785771E+32 2.031601685E+29 1.762545291E+35
     185  5000.13400           725958.783     3.664848750E+32 2.031619372E+29 1.762545291E+35
     186  5000.13952           731981.195     3.787981905E+32 2.031640704E+29 1.762545291E+35
     187  5000.14615           738640.975     3.927731425E+32 2.031666447E+29 1.762545291E+35
     188  5000.15410           745854.917     4.083434831E+32 2.031697548E+29 1.762545291E+35
     189  5000.16363           753543.934     4.254441054E+32 2.031735180E+29 1.762545291E+35
     190  5000.17508           761643.549     4.440330240E+32 2.031780825E+29 1.762545291E+35
     191  5000.18882           770110.243     4.641087949E+32 2.031836373E+29 1.762545291E+35
     192  5000.20530           778922.792     4.857198450E+32 2.031904281E+29 1.762545291E+35
     193  5000.22509           788079.055     5.089643223E+32 2.031987787E+29 1.762545291E+35
     194  5000.24882           797589.421     5.339809207E+32 2.032091241E+29 1.762545291E+35
     195  5000.27731           807468.704     5.609330067E+32 2.032220622E+29 1.762545291E+35
     196  5000.31149           817728.095     5.899889468E+32 2.032384380E+29 1.762545291E+35
     197  5000.35251           828367.451     6.212984964E+32 2.032594828E+29 1.762545291E+35
     198  5000.40174           839370.916     6.549737075E+32 2.032870430E+29 1.762545291E+35
     199  5000.46080           850707.536     6.910815842E+32 2.033239330E+29 1.762545291E+35
     200  5000.53169           862336.875     7.296524254E+32 2.033744474E+29 1.762545291E+35
     201  5000.61674           874217.794     7.707024995E+32 2.034450462E+29 1.762545291E+35
     202  5000.71881           886316.919     8.142623563E+32 2.035452018E+29 1.762545291E+35
     203  5000.84130           898613.161     8.603978140E+32 2.036883723E+29 1.762545291E+35
     204  5000.98828           911096.369     9.092126359E+32 2.038930575E+29 1.762545291E+35
     205  5001.16465           923760.724     9.608291533E+32 2.041838997E+29 1.762545291E+35
     206  5001.37631           936595.373     1.015351069E+33 2.045928155E+29 1.762545291E+35
     207  5001.63029           949575.185     1.072816951E+33 2.051601524E+29 1.762545291E+35
     208  5001.93507           962653.544     1.133152224E+33 2.059358679E+29 1.762545291E+35
     209  5002.30080           975757.733     1.196124006E+33 2.069807075E+29 1.762545291E+35
     210  5002.73968           988786.666     1.261300607E+33 2.083673607E+29 1.762545291E+35
     211  5003.26634           1001610.76     1.328018503E+33 2.101816117E+29 1.762545291E+35
     212  5003.89833           1014074.47     1.395364283E+33 2.125236280E+29 1.762545291E+35
     213  5004.65671           1026002.76     1.462184992E+33 2.155097649E+29 1.762545291E+35
     214  5005.56678           1037212.89     1.527143403E+33 2.192756172E+29 1.762545291E+35
     215  5006.65885           1047532.19     1.588831005E+33 2.239814658E+29 1.762545291E+35
     216  5007.96934           1056820.84     1.645938776E+33 2.298216061E+29 1.762545291E+35
     217  5009.54193           1064996.55     1.697465652E+33 2.370391377E+29 1.762545291E+35
     218  5010.56369           1069345.56     1.725362995E+33 2.418380527E+29 1.762545291E+35
     219  5011.24487           1071890.01     1.741843334E+33 2.450819657E+29 1.762545291E+35
     220  5011.69898           1073446.94     1.751985580E+33 2.472637771E+29 1.762545291E+35
     221  5012.00173           1074427.85     1.758398156E+33 2.487267123E+29 1.762545291E+35
     222  5012.20356           1075057.78     1.762525572E+33 2.497056998E+29 1.762545291E+35
     223  5012.33811           1075467.45     1.765213694E+33 2.503599931E+29 1.762545291E+35
     224  5012.42781           1075736.11     1.766978174E+33 2.507969131E+29 1.762545291E+35
     225  5012.48761           1075913.26     1.768142405E+33 2.510885144E+29 1.762545291E+35
     226  5012.52748           1076030.50     1.768913240E+33 2.512830579E+29 1.762545291E+35
     227  5012.55406           1076108.29     1.769424781E+33 2.514128170E+29 1.762545291E+35
     228  5012.57178           1076159.98     1.769764769E+33 2.514993512E+29 1.762545291E+35
     229  5012.58359           1076194.36     1.769990967E+33 2.515570531E+29 1.762545291E+35
     230  5012.59147           1076217.25     1.770141561E+33 2.515955267E+29 1.762545291E+35
     231  5012.59672           1076232.50     1.770241867E+33 2.516211781E+29 1.762545291E+35
     232  5012.60022           1076242.66     1.770308697E+33 2.516382802E+29 1.762545291E+35
     233  5012.60255           1076249.42     1.770353232E+33 2.516496821E+29 1.762545291E+35
     234  5012.60411           1076253.94     1.770382915E+33 2.516572836E+29 1.762545291E+35
     235  5012.60514           1076256.94     1.770402700E+33 2.516623513E+29 1.762545291E+35
     236  5012.60583           1076258.95     1.770415888E+33 2.516657299E+29 1.762545291E+35
     237  5012.60630           1076260.28     1.770424679E+33 2.516679822E+29 1.762545291E+35
     238  5012.60660           1076261.17     1.770430540E+33 2.516694838E+29 1.762545291E+35
     239  5012.60681           1076261.77     1.770434447E+33 2.516704849E+29 1.762545291E+35
     240  5012.60694           1076262.16     1.770437051E+33 2.516711523E+29 1.762545291E+35
     241  5012.60704           1076262.45     1.770438959E+33 2.516716410E+29 1.762545291E+35
     242  5012.60714           1076262.74     1.770440866E+33 2.516721297E+29 1.762545291E+35
     243  5012.60724           1076263.03     1.770442773E+33 2.516720210E+29  0.00000000    
     244  5012.60736           1076263.38     1.770445062E+33 2.516718927E+29  0.00000000    
     245  5012.60751           1076263.80     1.770447808E+33 2.516717401E+29  0.00000000    
     246  5012.60768           1076264.30     1.770451101E+33 2.516715583E+29  0.00000000    
     247  5012.60789           1076264.90     1.770455037E+33 2.516713417E+29  0.00000000    
     248  5012.60814           1076265.60     1.770459644E+33 2.516710842E+29  0.00000000    
     249  5012.60844           1076266.34     1.770464528E+33 2.516707792E+29  0.00000000    
     250  5012.60879           1076266.80     1.770467578E+33 2.516704191E+29  0.00000000    
     251  5012.60922           1076265.85     1.770461282E+33 2.516699957E+29  0.00000000    
     252  5012.60974           1076260.25     1.770424455E+33 2.516695002E+29  0.00000000    
     253  5012.61036           1076242.47     1.770307496E+33 2.516689226E+29  0.00000000    
     254  5012.61110           1076197.51     1.770011672E+33 2.516682522E+29  0.00000000    
     255  5012.61199           1076099.54     1.769367212E+33 2.516674777E+29  0.00000000    
     256  5012.61306           1075909.66     1.768118756E+33 2.516665871E+29  0.00000000    
     257  5012.61435           1075576.10     1.765927099E+33 2.516655685E+29  0.00000000    
     258  5012.61589           1075037.41     1.762391953E+33 2.516644107E+29  0.00000000    
     259  5012.61774           1074228.47     1.757093309E+33 2.516631039E+29  0.00000000    
     260  5012.61996           1073087.87     1.749642591E+33 2.516616415E+29  0.00000000    
     261  5012.62262           1071565.03     1.739731884E+33 2.516600223E+29  0.00000000    
     262  5012.62581           1069625.58     1.727170911E+33 2.516582527E+29  0.00000000    
     263  5012.62965           1067254.29     1.711905690E+33 2.516563512E+29  0.00000000    
     264  5012.63425           1064455.32     1.694017681E+33 2.516543540E+29  0.00000000    
     265  5012.63977           1061250.09     1.673705926E+33 2.516523225E+29  0.00000000    
     266  5012.64639           1057673.38     1.651256314E+33 2.516503552E+29  0.00000000    
     267  5012.65434           1053767.98     1.627002367E+33 2.516486042E+29  0.00000000    
     268  5012.66388           1049578.45     1.601281988E+33 2.516472983E+29  0.00000000    
     269  5012.67533           1045144.65     1.574395385E+33 2.516467738E+29  0.00000000    
     270  5012.68907           1040495.92     1.546570511E+33 2.516475137E+29  0.00000000    
     271  5012.70555           1035647.02     1.517942202E+33 2.516501956E+29  0.00000000    
     272  5012.72533           1030596.57     1.488548428E+33 2.516557447E+29  0.00000000    
     273  5012.74907           1025327.98     1.458342176E+33 2.516653924E+29  0.00000000    
     274  5012.77756           1019812.08     1.427213053E+33 2.516807362E+29  0.00000000    
     275  5012.81174           1014010.34     1.395011340E+33 2.517038003E+29  0.00000000    
     276  5012.85276           1007877.88     1.361569623E+33 2.517370944E+29  0.00000000    
     277  5012.90198           1001366.05     1.326721163E+33 2.517836705E+29  0.00000000    
     278  5012.96105           994424.952     1.290316500E+33 2.518471750E+29  0.00000000    
     279  5013.03193           987005.747     1.252238135E+33 2.519318979E+29  0.00000000    
     280  5013.11699           979061.805     1.212407552E+33 2.520428272E+29  0.00000000    
     281  5013.21906           970545.857     1.170772302E+33 2.521857286E+29  0.00000000    
     282  5013.34155           961399.514     1.127259208E+33 2.523672779E+29  0.00000000    
     283  5013.48853           951532.441     1.081689458E+33 2.525952624E+29  0.00000000    
     284  5013.66490           940792.698     1.033674854E+33 2.528788068E+29  0.00000000    
     285  5013.87655           928936.584     9.825450403E+32 2.532284515E+29  0.00000000    
     286  5014.13054           915613.602     9.273787531E+32 2.536557225E+29  0.00000000    
     287  5014.43531           900387.444     8.672132812E+32 2.541716275E+29  0.00000000    
     288  5014.80105           882816.548     8.014751478E+32 2.547834712E+29  0.00000000    
     289  5015.23993           862615.807     7.305969380E+32 2.554897945E+29  0.00000000    
     290  5015.76659           839902.610     6.566348405E+32 2.562744338E+29  0.00000000    
     291  5016.39857           815466.913     5.834902157E+32 2.571024671E+29  0.00000000    
     292  5017.15696           790886.074     5.162545760E+32 2.579218722E+29  0.00000000    
     293  5018.06702           768244.068     4.596265012E+32 2.586731228E+29  0.00000000    
     294  5019.15910           749418.491     4.162035852E+32 2.593044191E+29  0.00000000    
     295  5020.46959           735361.472     3.858439435E+32 2.597858145E+29  0.00000000    
     296  5022.04218           725919.041     3.664046289E+32 2.601151733E+29  0.00000000    
     297  5023.92929           720190.862     3.549757019E+32 2.603135746E+29  0.00000000    
     298  5026.19382           717046.293     3.488164668E+32 2.604138897E+29  0.00000000    
     299  5028.91125           715486.342     3.457909246E+32 2.604490474E+29  0.00000000    
     300  5032.17217           714789.264     3.444453162E+32 2.604446714E+29  0.00000000    
     301  5036.08528           714508.488     3.439044297E+32 2.604169955E+29  0.00000000    
     302  5040.78100           714404.255     3.437037959E+32 2.603743043E+29  0.00000000    
     303  5046.41588           714364.774     3.436278240E+32 2.603195779E+29  0.00000000    
     304  5053.17772           714344.856     3.435895016E+32 2.602527944E+29  0.00000000    
     305  5061.29194           714328.586     3.435582004E+32 2.601723638E+29  0.00000000    
     306  5071.02900           714310.889     3.435241568E+32 2.600758057E+29  0.00000000    
     307  5082.71347           714290.029     3.434840302E+32 2.599599690E+29  0.00000000    
     308  5096.73483           714265.063     3.434360109E+32 2.598210320E+29  0.00000000    
     309  5113.56047           714235.115     3.433784156E+32 2.596544076E+29  0.00000000    
     310  5133.75123           714199.180     3.433093167E+32 2.594546026E+29  0.00000000    
     311  5157.98015           714156.062     3.432264170E+32 2.592150446E+29  0.00000000    
     312  5187.05485           714104.323     3.431269646E+32 2.589278739E+29  0.00000000    
     313  5221.94450           714042.242     3.430076606E+32 2.585836992E+29  0.00000000    
     314  5263.81207           713967.753     3.428645520E+32 2.581713080E+29  0.00000000    
     315  5314.05315           713878.377     3.426929024E+32 2.576773275E+29  0.00000000    
     316  5374.34245           713771.142     3.424870392E+32 2.570858286E+29  0.00000000    
     317  5446.68961           713642.484     3.422401706E+32 2.563778652E+29  0.00000000    
     318  5533.50621           713488.127     3.419441690E+32 2.555309443E+29  0.00000000    
     319  5637.68612           713302.948     3.415893135E+32 2.545184208E+29  0.00000000    
     320  5762.70202           713080.803     3.411639853E+32 2.533088150E+29  0.00000000    
     321  5912.72109           712814.329     3.406543080E+32 2.518650573E+29  0.00000000    
     322  6092.74398           712494.706     3.400437257E+32 2.501436685E+29  0.00000000    
     323  6308.77145           712111.366     3.393125082E+32 2.480938999E+29  0.00000000    
     324  6568.00441           711651.658     3.384371758E+32 2.456568727E+29  0.00000000    
     325  6879.08396           711100.442     3.373898341E+32 2.427647824E+29  0.00000000    
     326  7252.37942           710439.604     3.361374133E+32 2.393402682E+29  0.00000000    
     327  7700.33398           709647.496     3.346408055E+32 2.352960973E+29  0.00000000    
     328  8237.87944           708698.256     3.328539045E+32 2.305353716E+29  0.00000000    
     329  8882.93400           707561.028     3.307225555E+32 2.249525463E+29  0.00000000    
     330  9656.99947           706199.030     3.281834417E+32 2.184356374E+29  0.00000000    
     331  10585.8780           704568.486     3.251629500E+32 2.108700891E+29  0.00000000    
     332  11700.5323           702617.381     3.215760939E+32 2.021448579E+29  0.00000000    
     333  13038.1175           700284.044     3.173256095E+32 1.921613027E+29  0.00000000    
     334  14643.2196           697495.538     3.123014018E+32 1.808454078E+29  0.00000000    
