
 EOS                                                                            

              Mstar     = 1.000E+00    Rstar     = 1.177E+06
     335  16569.3422           701317.311     3.192026109E+32 1.965229826E+29  0.00000000    
     336  18880.6893           697306.975     3.119638250E+32 1.801035589E+29  0.00000000    
     337  21654.3059           692528.766     3.035005418E+32 1.622430746E+29  0.00000000    
     338  24982.6457           686844.109     2.936573728E+32 1.431871248E+29  0.00000000    
     339  28976.6535           680093.254     2.822812732E+32 1.233192568E+29  0.00000000    
     340  33769.4629           672093.865     2.692327732E+32 1.031661679E+29  0.00000000    
     341  39520.8341           662640.484     2.544017300E+32 8.338061147E+28  0.00000000    
     342  46422.4796           651505.502     2.377281167E+32 6.469397635E+28  0.00000000    
     343  54704.4542           638442.505     2.192276717E+32 4.783553985E+28  0.00000000    
     344  64642.8238           623193.112     1.990209419E+32 3.342563320E+28  0.00000000    
     345  76568.8672           605498.707     1.773622051E+32 2.186403730E+28  0.00000000    
     346  90880.1193           585118.549     1.546620152E+32 1.324732926E+28  0.00000000    
     347  108053.622           561855.470     1.314942164E+32 7.350432703E+27  0.00000000    
